os,Which problem arises in priority scheduling?,Deadlock,Starvation,Thrashing,Fragmentation,1,Low-priority processes may starve indefinitely,scheduling
os,Which memory is non-volatile?,RAM,Cache,ROM,Registers,2,ROM retains data without power,memory
os,Which condition is NOT required for deadlock?,Mutual exclusion,Hold and wait,Preemption allowed,Circular wait,2,Deadlock requires no preemption; allowing preemption avoids deadlock,deadlock
os,Which OS type is used in real-time systems?,Batch OS,Time-sharing OS,Real-time OS,Distributed OS,2,RTOS guarantees timely response,types
os,Which technique reduces fragmentation?,Paging,Segmentation,Swapping,Overlay,0,Paging removes external fragmentation,memory
os,Which scheduling algorithm is simplest?,FCFS,SJF,Round Robin,Priority,0,FCFS is easiest to implement,scheduling
os,Which resource is allocated by OS?,CPU,Memory,I/O devices,All of these,3,OS manages all system resources,basics
os,Which state indicates process completion?,Ready,Running,Blocked,Terminated,3,Terminated state means execution finished,process_states
os,Which algorithm uses time quantum?,FCFS,SJF,Round Robin,Priority,2,Round Robin assigns fixed time slice,scheduling
os,Which type of OS allows multiple users?,Single user OS,Multi-user OS,Embedded OS,Real-time OS,1,Multi-user OS supports multiple users simultaneously,types
os,Which scheduling avoids starvation?,Round Robin,Priority,SJF,FCFS,0,Round Robin ensures fair CPU allocation,scheduling
os,Which memory is used for buffering?,Cache,Disk,Virtual,ROM,0,Cache memory buffers frequently used data,memory
os,Which OS manages file system?,Compiler,Operating System,Assembler,Loader,1,OS handles file operations and storage,file_system
os,Which is NOT a process state?,Ready,Waiting,Executing,Compiling,3,Compiling is not a process state,process_states
os,Which technique loads process partially?,Paging,Segmentation,Virtual memory,Swapping,2,Virtual memory allows partial loading,memory
os,Which OS supports multitasking?,Batch OS,Single user OS,Time-sharing OS,None,2,Time-sharing supports multitasking,types
os,Which call terminates process?,fork(),exec(),exit(),wait(),2,exit() ends process execution,system_calls
os,Which memory is temporary?,ROM,Cache,Disk,None,1,Cache is temporary fast memory,memory
os,Which condition leads to starvation?,Fair scheduling,Priority scheduling,Round Robin,FCFS,1,Priority scheduling may starve low-priority tasks,scheduling
os,Which algorithm avoids deadlock?,Banker’s,SJF,FCFS,Round Robin,0,Banker’s algorithm ensures safe state,deadlock
os,Which is NOT scheduling criteria?,Throughput,Turnaround time,CPU utilization,Compilation time,3,Compilation time is unrelated to scheduling,scheduling
os,Which state waits for I/O?,Ready,Running,Blocked,Terminated,2,Blocked state waits for I/O completion,process_states
os,Which memory is slowest?,Cache,RAM,Disk,Register,2,Disk is slowest among listed,memory
os,Which OS type is fastest?,Batch,Time-sharing,Real-time,Distributed,2,Real-time OS provides fastest response,types
os,Which resource causes deadlock?,CPU only,Memory only,I/O only,Multiple resources,3,Deadlock occurs due to multiple resource contention,deadlock
os,Which scheduling uses priority?,FCFS,SJF,Priority scheduling,Round Robin,2,Priority scheduling assigns CPU based on priority,scheduling
os,Which concept avoids race condition?,Deadlock,Semaphore,Thrashing,Paging,1,Semaphores ensure synchronized access,synchronization
os,Which OS manages interrupts?,Compiler,Operating System,Loader,Assembler,1,OS handles interrupts for process execution,basics
os,Which scheduling is preemptive?,SJF (non),FCFS,Round Robin,None,2,Round Robin preempts after time slice,scheduling
os,Which is NOT memory management technique?,Paging,Segmentation,Scheduling,Swapping,2,Scheduling is CPU management, not memory,memory
os,Which OS is used in embedded systems?,Batch OS,Real-time OS,Distributed OS,Time-sharing OS,1,Embedded systems require RTOS,types
os,Which scheduling gives fairness?,FCFS,SJF,Round Robin,Priority,2,Round Robin distributes CPU equally,scheduling
subject,Question,A,B,C,D,answer,explanation,topic
os,Which scheduling algorithm can lead to convoy effect?,FCFS,SJF,Round Robin,Priority,0,FCFS may cause long jobs to delay shorter ones leading to convoy effect,process_scheduling
os,What is the purpose of a system call?,Execute user program,Interface between user and OS,Compile code,Manage memory,1,System calls provide controlled access from user programs to OS services,system_calls
os,Which state represents waiting for an event to occur?,Ready,Running,Blocked,Terminated,2,Blocked state waits for I/O or event completion,process_states
os,Which scheduling algorithm is best for time-sharing systems?,FCFS,SJF,Round Robin,Priority,2,Round Robin ensures fair CPU sharing with time quantum,scheduling
os,Which memory management scheme suffers from external fragmentation?,Paging,Segmentation,Virtual Memory,Cache,1,Segmentation uses variable sizes leading to external fragmentation,memory_management
os,Which is not a type of OS?,Batch,Distributed,Multiprogramming,Compiler,3,Compiler is a software tool not an OS,type
os,Which scheduling algorithm is preemptive?,FCFS,SJF(non),Round Robin,None,2,Round Robin uses time slicing making it preemptive,scheduling
os,Which condition is necessary for deadlock?,Mutual exclusion,Preemption allowed,No circular wait,All processes independent,0,Mutual exclusion is one of the necessary conditions for deadlock,deadlock
os,Which data structure is used for ready queue?,Stack,Queue,Tree,Graph,1,Processes are scheduled in a queue structure,process_management
os,What is the main goal of multiprogramming?,Increase idle time,Maximize CPU utilization,Reduce processes,Increase memory,1,Multiprogramming keeps CPU busy by switching processes,process_management
os,Which memory is volatile?,ROM,Disk,Cache,RAM,3,RAM loses data when power is off, while ROM and disk retain data,memory
os,Which algorithm selects shortest job first?,FCFS,SJF,Round Robin,Priority,1,SJF selects process with minimum burst time,scheduling
os,Which OS supports resource sharing across network?,Batch OS,Distributed OS,Single user OS,Real-time OS,1,Distributed OS manages multiple systems over network,types
os,Which scheduling metric measures completion time?,Waiting time,Turnaround time,Response time,Throughput,1,Turnaround time = completion - arrival time,scheduling
os,Which file system structure uses tree hierarchy?,Single level,Two level,Hierarchical,None,2,Hierarchical file systems use tree-like directory structure,file_system
os,Which memory technique loads pages on demand?,Demand Paging,Segmentation,Swapping,Overlay,0,Demand paging loads pages only when required,memory
os,Which is not CPU scheduling criteria?,Throughput,Turnaround time,Waiting time,Disk speed,3,Disk speed is unrelated to CPU scheduling,scheduling
os,Which process state indicates execution?,Ready,Running,Blocked,Waiting,1,Running state means CPU is executing the process,process_states
os,Which resource allocation graph detects?,Scheduling,Deadlock,Memory,File system,1,Resource allocation graph helps identify deadlocks,deadlock
os,Which system call replaces process image?,fork(),exec(),wait(),exit(),1,exec() loads a new program into process memory,system_calls
os,Which OS type handles critical operations?,Batch,Real-time,Time-sharing,Distributed,1,Real-time OS guarantees deadlines,types
os,Which scheduling may cause starvation?,Priority,SJF,Round Robin,All,3,All can cause starvation in certain scenarios,scheduling
os,Which memory is fastest access?,Register,Cache,RAM,Disk,0,Registers are fastest as they are inside CPU,memory
os,Which OS manages hardware abstraction?,Compiler,Operating System,Loader,Assembler,1,OS abstracts hardware details for users,basics
os,Which condition prevents deadlock?,Mutual exclusion,Hold and wait,Preemption allowed,Circular wait,2,Allowing preemption can prevent deadlock,deadlock
os,Which file allocation method uses linked list?,Contiguous,Linked,Indexed,None,1,Linked allocation connects blocks using pointers,file_system
os,Which scheduling uses smallest remaining time?,FCFS,SJF,SRTF,Priority,2,SRTF is preemptive version of SJF,scheduling
os,Which memory type is secondary storage?,Cache,RAM,Disk,Register,2,Disk is non-volatile secondary storage,memory
os,Which OS type is interactive?,Batch,Time-sharing,Real-time,Distributed,1,Time-sharing allows user interaction,types
os,Which scheduling gives lowest turnaround time?,FCFS,SJF,Priority,Round Robin,1,SJF minimizes average turnaround time,scheduling
os,Which component manages processes?,Compiler,OS kernel,Loader,Assembler,1,Kernel handles process management,basics
os,Which state occurs after I/O completion?,Blocked,Ready,Running,Terminated,1,Process returns to ready queue,process_states
os,Which concept avoids race condition?,Semaphore,Deadlock,Thrashing,Paging,0,Semaphore ensures controlled access,synchronization
os,Which scheduling is simplest?,FCFS,SJF,Round Robin,Priority,0,FCFS is easiest to implement,scheduling
os,Which OS uses distributed resources?,Batch,Distributed,Time-sharing,Real-time,1,Distributed OS manages multiple systems,types
